Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,92,20,T:System.Drawing.Font,,,,,"_g.DrawString(time.ToString(""F1"", CultureInfo.InvariantCulture), _gridFont, Brushes.Gray, x, _height - 15);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,92,20,T:System.Drawing.Graphics,,,,,"_g.DrawString(time.ToString(""F1"", CultureInfo.InvariantCulture), _gridFont, Brushes.Gray, x, _height - 15);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,92,20,"M:System.Drawing.Graphics.DrawString(System.String,System.Drawing.Font,System.Drawing.Brush,System.Single,System.Single)",,,,,"_g.DrawString(time.ToString(""F1"", CultureInfo.InvariantCulture), _gridFont, Brushes.Gray, x, _height - 15);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,91,20,T:System.Drawing.Pen,,,,,"_g.DrawLine(_gridPen, x, 0, x, _height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,91,20,T:System.Drawing.Graphics,,,,,"_g.DrawLine(_gridPen, x, 0, x, _height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,91,20,"M:System.Drawing.Graphics.DrawLine(System.Drawing.Pen,System.Single,System.Single,System.Single,System.Single)",,,,,"_g.DrawLine(_gridPen, x, 0, x, _height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,41,8,T:System.Drawing.Graphics,,,,,"public CurveRenderer(Graphics g, List<FloatString4> points, FloatCurveStandalone curve,              float minTime, float maxTime, float minValue, float maxValue,              int width, int height, float zoomLevel)          {              _g = g;              _points = points;              _curve = curve;              _minTime = minTime;              _maxTime = maxTime;              _minValue = minValue;              _maxValue = maxValue;              _width = width;              _height = height;              _zoomLevel = zoomLevel;              _gridFont = new Font(""Arial"", 8);              _titleFont = new Font(""Arial"", 10, FontStyle.Bold);              _curvePen = new Pen(Color.LimeGreen, 2f);              _gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);              _pointPen = new Pen(Color.White, 2f);              _pointBrush = Brushes.White;          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brushes,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brush,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,P:System.Drawing.Brushes.White,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brush,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,T:System.Drawing.Pen,,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,"M:System.Drawing.Pen.#ctor(System.Drawing.Color,System.Single)",,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,T:System.Drawing.Pen,,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,T:System.Drawing.Pen,,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,"M:System.Drawing.Pen.#ctor(System.Drawing.Color,System.Single)",,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,T:System.Drawing.Pen,,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,57,12,T:System.Drawing.Pen,,,,,"_curvePen = new Pen(Color.LimeGreen, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,57,12,"M:System.Drawing.Pen.#ctor(System.Drawing.Color,System.Single)",,,,,"_curvePen = new Pen(Color.LimeGreen, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,57,12,T:System.Drawing.Pen,,,,,"_curvePen = new Pen(Color.LimeGreen, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,T:System.Drawing.FontStyle,,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,T:System.Drawing.FontStyle,,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,F:System.Drawing.FontStyle.Bold,,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,T:System.Drawing.Font,,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle)",,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,56,12,T:System.Drawing.Font,,,,,"_titleFont = new Font(""Arial"", 10, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,55,12,T:System.Drawing.Font,,,,,"_gridFont = new Font(""Arial"", 8);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,55,12,"M:System.Drawing.Font.#ctor(System.String,System.Single)",,,,,"_gridFont = new Font(""Arial"", 8);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,55,12,T:System.Drawing.Font,,,,,"_gridFont = new Font(""Arial"", 8);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,45,12,T:System.Drawing.Graphics,,,,,_g = g;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,38,31,T:System.Drawing.Brush,,,,,_pointBrush
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,37,29,T:System.Drawing.Pen,,,,,_pointPen
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,36,29,T:System.Drawing.Pen,,,,,_gridPen
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,35,29,T:System.Drawing.Pen,,,,,_curvePen
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,34,30,T:System.Drawing.Font,,,,,_titleFont
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,33,30,T:System.Drawing.Font,,,,,_gridFont
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,27,34,T:System.Drawing.Graphics,,,,,_g
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,41,8,T:System.Drawing.Graphics,,,,,"public CurveRenderer(Graphics g, List<FloatString4> points, FloatCurveStandalone curve,              float minTime, float maxTime, float minValue, float maxValue,              int width, int height, float zoomLevel)          {              _g = g;              _points = points;              _curve = curve;              _minTime = minTime;              _maxTime = maxTime;              _minValue = minValue;              _maxValue = maxValue;              _width = width;              _height = height;              _zoomLevel = zoomLevel;              _gridFont = new Font(""Arial"", 8);              _titleFont = new Font(""Arial"", 10, FontStyle.Bold);              _curvePen = new Pen(Color.LimeGreen, 2f);              _gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);              _pointPen = new Pen(Color.White, 2f);              _pointBrush = Brushes.White;          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brushes,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brush,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,P:System.Drawing.Brushes.White,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,60,12,T:System.Drawing.Brush,,,,,_pointBrush = Brushes.White;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,T:System.Drawing.Pen,,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,"M:System.Drawing.Pen.#ctor(System.Drawing.Color,System.Single)",,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,59,12,T:System.Drawing.Pen,,,,,"_pointPen = new Pen(Color.White, 2f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,T:System.Drawing.Pen,,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,"M:System.Drawing.Pen.#ctor(System.Drawing.Color,System.Single)",,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,KSPCurveBuilder.csproj,File,SOURCE\CurveRenderer.cs,58,12,T:System.Drawing.Pen,,,,,"_gridPen = new Pen(Color.FromArgb(60, 60, 60), 1f);"
